
16295,0.01,0.02,2.69
16318,0.00,0.02,2.32
16341,0.00,0.01,2.56
16364,-0.01,0.03,3.11
16388,-0.00,0.02,3.17
16412,0.00,0.02,2.81
16435,0.01,0.03,2.93
16458,0.01,0.02,2.81
16481,-0.01,0.04,3.60
16505,-0.00,0.02,2.81
16529,0.01,0.02,3.17
16552,-0.00,0.03,2.56
16576,0.01,0.01,3.23
16599,0.02,0.02,1.83
16622,-0.01,0.03,3.11
16645,0.02,0.02,1.83
16668,0.01,0.03,2.81
16691,0.02,0.03,2.75
16714,0.00,0.03,3.23
16737,-0.00,0.03,2.62
16761,0.01,0.01,2.38
16784,0.01,0.02,2.93
16807,0.02,0.02,3.05
16830,0.02,0.03,2.81
16853,0.01,0.02,2.38
16876,0.01,0.03,3.23
16899,0.00,0.02,2.99
16922,-0.01,0.03,2.69
16945,0.01,0.03,2.93
16968,0.01,0.02,2.75
16991,-0.00,0.02,3.54
17015,0.01,0.03,3.23
17038,0.01,0.03,2.93
17061,0.01,0.02,3.17
17084,0.01,0.02,3.66
17107,-0.01,0.02,2.14
17131,0.01,0.03,2.56
17154,0.01,0.02,2.87
17177,0.01,0.02,2.75
17200,0.01,0.03,3.42
17223,0.01,0.03,2.93
17245,0.01,0.03,2.44
17268,0.01,0.01,2.62
17291,0.01,0.03,2.62
17314,0.01,0.02,2.62
17337,-0.00,0.02,2.26
17361,0.01,0.04,3.36
17384,0.01,0.02,2.44
17407,0.01,0.03,2.87
17430,-0.01,0.01,2.50
17454,0.01,0.03,2.56
17477,0.01,0.03,2.32
17500,0.00,0.01,3.23
17523,-0.00,0.03,2.69
17547,-0.00,0.03,1.89
17570,0.00,0.03,2.62
17593,0.01,0.02,2.75
17616,0.00,0.02,2.75
17639,0.01,0.04,3.36
17662,0.01,0.04,2.93
17685,-0.00,0.01,3.23
17709,0.01,0.02,2.26
17732,0.01,0.01,2.69
17755,-0.01,0.03,2.93
17779,0.01,0.01,2.08
17802,0.02,0.02,2.50
17825,0.02,0.02,2.44
17848,0.01,0.03,2.81
17870,0.01,0.04,2.75
17893,-0.00,0.02,3.17
17917,0.01,0.04,2.75
17940,0.00,0.03,2.81
17963,-0.00,0.02,2.99
17987,-0.01,0.02,2.75
18011,-0.01,0.02,2.93
18035,0.02,0.02,2.75
18058,0.02,0.02,2.75
18081,-0.01,0.03,2.26
18105,0.01,0.04,2.93
18128,0.00,0.03,2.38
18151,0.01,0.03,2.99
18174,0.01,0.03,2.81
18197,0.02,0.03,2.69
18219,0.01,0.02,3.72
18242,0.01,0.02,1.95
18265,0.01,0.02,2.44
18288,-0.00,0.01,3.30
18312,0.03,0.02,2.56
18335,0.01,0.02,2.32
18358,-0.00,0.03,2.01
18382,0.01,0.02,3.11
18405,0.01,0.03,3.60
18428,0.00,0.02,3.30
18451,0.01,0.03,2.93
18474,0.01,0.02,3.23
18497,0.01,0.01,2.93
18519,0.01,0.01,2.93
18542,0.02,0.02,2.99
18565,-0.02,0.01,3.97
18589,0.01,0.01,3.54
18612,0.01,0.01,2.81
18635,-0.00,0.02,2.93
18659,-0.00,0.02,2.99
18683,0.00,0.03,3.36
18706,-0.00,0.02,3.17
18730,-0.00,0.02,2.75
18754,0.00,0.02,3.17
18777,0.01,0.03,6.47
18800,0.05,0.00,6.47
18823,-0.08,0.02,0.67
18847,-0.02,0.03,1.77
18870,0.01,0.01,2.08
18893,0.01,0.04,2.62
18916,0.01,0.02,3.11
18939,0.01,0.03,3.54
18962,-0.00,0.01,2.87
18986,0.00,0.02,2.93
19009,-0.00,0.01,3.48
19033,0.01,0.01,3.42
19056,0.02,0.02,3.48
19079,0.00,0.02,3.91
19102,-0.00,0.01,4.09
19126,0.01,0.03,3.30
19149,0.00,0.02,2.50
19172,-0.00,0.04,2.87
19195,0.01,0.03,2.62
19218,0.00,0.01,2.62
19241,0.00,0.02,3.78
19264,-0.00,0.02,3.17
19288,-0.00,0.03,1.83
19312,-0.01,0.03,2.32
19336,0.01,0.02,2.87
19359,0.02,0.02,2.87
19382,0.01,0.02,2.50
19405,0.01,0.03,2.44
