0.03,0.03,-8.00
0.05,0.04,-14.34
-0.00,0.02,-6.59
-0.00,0.02,-3.66
-0.00,0.01,2.01
0.01,0.02,1.83
0.00,0.02,1.89
0.01,0.02,1.89
0.01,0.03,2.81
0.00,0.03,2.62
0.00,0.03,2.87
0.01,0.03,2.01
0.01,0.03,2.62
0.01,0.04,2.87
0.00,0.03,2.75
0.00,0.03,2.69
0.01,0.02,2.56
0.00,0.03,2.56
0.01,0.03,2.38
0.01,0.02,2.62
0.01,0.03,2.38
0.00,0.03,2.01
0.00,0.02,2.81
0.01,0.02,2.75
0.00,0.03,2.14
0.01,0.02,2.56
0.01,0.03,1.71
0.00,0.02,2.62
0.00,0.03,2.99
0.00,0.02,2.69
0.01,0.02,1.77
0.01,0.02,2.99
0.01,0.03,2.69
0.01,0.03,2.32
0.01,0.03,2.50
0.01,0.02,2.56
0.00,0.03,1.40
0.01,0.02,2.50
0.00,0.03,2.20
0.00,0.03,2.69
0.01,0.02,2.32
0.01,0.03,2.08
0.01,0.03,2.20
0.01,0.03,2.56
0.01,0.02,2.14
0.01,0.03,2.56
0.01,0.03,2.26
0.01,0.03,2.75
0.00,0.02,2.38
0.00,0.03,2.08
0.00,0.02,2.50
0.01,0.02,2.20
0.00,0.02,2.44
0.00,0.02,2.26
0.01,0.03,2.50
0.01,0.03,2.01
0.01,0.02,1.28
0.01,0.02,2.69
0.00,0.03,2.56
0.01,0.03,2.32
0.00,0.03,2.26
0.01,0.02,2.69
0.00,0.03,2.99
0.01,0.03,1.95
0.00,0.02,2.75
0.01,0.03,3.42
0.00,0.03,2.08
0.01,0.03,2.75
0.00,0.02,2.75
0.00,0.02,2.69
0.01,0.03,2.44
0.01,0.02,2.32
0.01,0.03,2.56
0.01,0.03,2.14
0.01,0.02,2.75
0.01,0.02,2.01
0.01,0.03,2.93
0.00,0.02,2.26
0.00,0.02,2.01
0.01,0.03,2.81
0.00,0.02,2.38
0.00,0.03,2.50
0.01,0.02,2.93
0.01,0.02,2.08
0.01,0.02,2.01
0.00,0.03,1.77
0.01,0.03,2.50
0.00,0.02,2.75
0.00,0.03,1.89
0.00,0.02,1.95
0.01,0.03,3.05
0.01,0.03,1.95
0.01,0.02,1.95
0.01,0.02,2.69
0.01,0.02,2.32
0.00,0.02,2.14
0.00,0.02,2.44
0.00,0.02,2.62
0.00,0.02,2.38
0.00,0.02,1.89
0.00,0.02,2.26
0.01,0.02,2.75
0.01,0.03,3.11
0.01,0.02,1.95
0.01,0.02,1.95
0.01,0.02,3.48
0.01,0.03,3.11
0.01,0.03,1.89
0.01,0.02,1.83
0.01,0.03,2.81
0.00,0.02,2.38
0.00,0.02,2.69
0.00,0.02,2.14
0.01,0.03,2.56
0.01,0.03,2.56
0.01,0.03,2.62
0.01,0.03,2.20
0.01,0.03,2.08
0.00,0.02,2.38
0.00,0.03,2.69
0.00,0.02,2.56
