142858,0.00,0.00,0.00,0.00,0.00,-1.32
142898,0.00,0.00,0.00,0.00,0.00,-1.32
142939,0.00,0.00,0.00,0.00,0.00,-1.32
142979,0.00,0.00,0.00,0.00,0.00,-1.32
143020,0.00,0.00,0.00,0.00,0.00,-1.32
143061,0.00,0.00,0.00,0.00,0.00,-1.32
143101,0.00,0.00,0.00,0.00,0.00,-1.32
143142,0.00,0.00,0.00,0.00,0.00,-1.32
143183,0.00,0.00,0.00,0.00,0.00,-1.32
143223,0.00,0.00,0.00,0.00,0.00,-1.32
143264,0.00,0.00,0.00,0.00,0.00,-1.32
143304,0.00,0.00,0.00,0.00,0.00,-1.32
143345,0.00,0.00,0.00,0.00,0.00,-1.32
143386,0.00,0.00,0.00,0.00,0.00,-1.32
143426,0.00,0.00,0.00,0.00,0.00,-1.32
143467,0.00,0.00,0.00,0.00,0.00,-1.32
143508,0.00,0.00,0.00,0.00,0.00,-1.32
143548,0.00,0.00,0.00,0.00,0.00,-1.32
143589,0.00,0.00,0.00,0.00,0.00,-1.32
143629,0.00,0.00,0.00,0.00,0.00,-1.32
143670,0.00,0.00,0.00,0.00,0.00,-1.32
143711,0.00,0.00,0.00,0.00,0.00,-1.32
143751,0.00,0.00,0.00,0.00,0.00,-1.32
143792,0.00,0.00,0.00,0.00,0.00,-1.32
143833,0.00,0.00,0.00,0.00,0.00,-1.32
143873,0.00,0.00,0.00,0.00,0.00,-1.32
143914,0.00,0.00,0.00,0.00,0.00,-1.32
143954,0.00,0.00,0.00,0.00,0.00,-1.32
143995,0.00,0.00,0.00,0.00,0.00,-1.32
144036,0.00,0.00,0.00,0.00,0.00,-1.32
144076,0.00,0.00,0.00,0.00,0.00,-1.32
144117,0.00,0.00,0.00,0.00,0.00,-1.32
144158,0.00,0.00,0.00,0.00,0.00,-1.32
144198,0.00,0.00,0.00,0.00,0.00,-1.32
144239,0.00,0.00,0.00,0.00,0.00,-1.32
144279,0.00,0.00,0.00,0.00,0.00,-1.32
144320,0.00,0.00,0.00,0.00,0.00,-1.32
