99525,-0.03,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99526,-0.03,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99530,-0.03,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99531,-0.03,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99535,-0.03,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99536,-0.03,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99540,-0.03,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99541,-0.03,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99545,-0.03,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99546,-0.03,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99550,-0.02,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99551,-0.02,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99555,-0.02,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99556,-0.01,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99560,-0.00,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99561,-0.00,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99564,0.00,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99566,-0.01,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99569,-0.01,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99571,-0.02,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99574,-0.02,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99576,-0.02,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99579,-0.02,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99581,-0.02,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99584,-0.03,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99586,-0.02,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99589,-0.02,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99591,-0.01,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99594,-0.00,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99596,0.00,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99599,0.00,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99601,0.01,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99604,0.01,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99605,0.01,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99609,0.01,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99610,0.01,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99614,0.00,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99615,-0.01,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99619,-0.02,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99620,-0.05,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99624,-0.08,-0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99625,-0.10,-0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99629,-0.12,-0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99630,-0.11,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99634,-0.10,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99635,-0.08,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99639,-0.06,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99640,-0.05,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99644,-0.03,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99645,0.00,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99646,0.04,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99650,0.06,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99651,0.09,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99655,0.09,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99656,0.09,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99660,0.09,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99661,0.08,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99665,0.08,-0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99666,0.07,-0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99670,0.06,-0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99671,0.05,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99675,0.03,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99676,0.03,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99680,0.02,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99681,0.02,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99685,0.02,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99686,0.02,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99690,0.01,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99691,0.01,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99695,0.01,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99696,0.02,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99699,0.02,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99701,0.02,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99704,0.02,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99706,0.02,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99709,0.01,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99711,0.01,0.00,-0.00,0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99714,0.01,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99716,0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99719,0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99721,0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99724,0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99726,0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99729,0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99731,0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99734,0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99736,-0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99739,-0.01,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99740,-0.01,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99744,-0.01,0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99745,-0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99749,0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99750,0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99754,0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99755,0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99759,-0.00,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99760,-0.01,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99764,-0.01,0.00,-0.00,-0.00,0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99765,-0.02,0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99769,-0.02,0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
99770,-0.03,0.00,-0.00,-0.00,-0.00,-0.15,0.00,0.00,-0.01,0.00,0.00
