35778,0.00,0.00,0.00,0.00,2.87
35811,0.00,0.00,0.00,0.00,2.99
35844,0.00,0.00,0.00,0.00,3.30
35878,0.00,0.00,0.00,0.00,2.75
35911,0.00,0.00,0.00,0.00,2.62
35944,0.00,0.00,0.00,0.00,3.91
35978,0.00,0.00,0.00,0.00,3.23
36011,0.00,0.00,0.00,0.00,3.48
36044,0.00,0.00,0.00,0.00,3.42
36078,0.00,0.00,0.00,0.00,2.81
36111,0.00,0.00,0.00,0.00,3.05
36144,0.00,0.00,0.00,0.00,3.17
36178,0.00,0.00,0.00,0.00,3.54
36211,0.00,0.00,0.00,0.00,2.44
36244,0.00,0.00,0.00,0.00,3.42
36278,0.00,0.00,0.00,0.00,3.97
36311,0.00,0.00,0.00,0.00,3.42
36344,0.00,0.00,0.00,0.00,2.81
36378,0.00,0.00,0.00,0.00,2.69
36411,0.00,0.00,0.00,0.00,3.54
36444,0.00,0.00,0.00,0.00,3.36
36478,0.00,0.00,0.00,0.00,2.87
36511,0.00,0.00,0.00,0.00,3.60
36544,0.00,0.00,0.00,0.00,3.54
36578,0.00,0.00,0.00,0.00,3.11
36611,0.00,0.00,0.00,0.00,3.36
36644,0.00,0.00,0.00,0.00,2.93
36678,0.00,0.00,0.00,0.00,3.54
36711,0.00,0.00,0.00,0.00,3.48
36744,0.00,0.00,0.00,0.00,3.85
36778,0.00,0.00,0.00,0.00,3.23
36811,0.00,0.00,0.00,0.00,2.99
36844,0.00,0.00,0.00,0.00,3.72
36878,0.00,0.00,0.00,0.00,2.62
36911,0.00,0.00,0.00,0.00,3.36
36944,0.00,0.00,0.00,0.00,2.93
36978,0.00,0.00,0.00,0.00,3.72
37011,0.00,0.00,0.00,0.00,3.42
37044,0.00,0.00,0.00,0.00,3.11
37078,0.00,0.00,0.00,0.00,2.99
37111,0.00,0.00,0.00,0.00,3.30
37144,0.00,0.00,0.00,0.00,2.75
37178,0.00,0.00,0.00,0.00,3.30
37211,0.00,0.00,0.00,0.00,3.11
37244,0.00,0.00,0.00,0.00,3.54
37278,0.00,0.00,0.00,0.00,5.07
37311,0.05,0.05,0.00,0.00,2.32
37344,0.00,0.05,0.00,0.00,2.32
37378,0.00,0.05,0.00,0.00,3.60
37411,0.00,0.00,0.00,0.00,3.05
37444,0.00,0.00,0.00,0.00,3.78
37478,0.00,0.00,0.00,0.00,3.60
37511,0.00,0.00,0.00,0.00,2.93
37544,0.00,0.00,0.00,0.00,4.27
37578,0.00,0.00,0.00,0.00,3.23
37611,0.00,0.00,0.00,0.00,3.05
37644,0.00,0.00,0.00,0.00,3.48
37678,0.00,0.00,0.00,0.00,3.48
37711,0.00,0.00,0.00,0.00,3.60
37744,0.00,0.00,0.00,0.00,3.36
37778,0.00,0.00,0.00,0.00,3.17
37811,0.00,0.00,0.00,0.00,2.81
37844,0.00,0.00,0.00,0.00,3.30
37878,0.00,0.00,0.00,0.00,3.17
37911,0.00,0.00,0.00,0.00,3.36
37944,0.00,0.00,0.00,0.00,3.36
37978,0.00,0.00,0.00,0.00,2.81
38011,0.00,0.00,0.00,0.00,3.42
38044,0.00,0.00,0.00,0.00,3.42
38078,0.00,0.00,0.00,0.00,3.30
38111,0.00,0.00,0.00,0.00,3.36
