31765,0.00,0.00,0.00,0.00,0.00,0.00
31803,0.00,0.00,0.00,0.00,0.00,0.00
31842,0.00,0.00,0.00,0.00,0.00,0.00
31880,0.00,0.00,0.00,0.00,0.00,0.00
31919,0.00,0.00,0.00,0.00,0.00,0.00
31957,0.00,0.00,0.00,0.00,0.00,0.00
31996,0.00,0.00,0.00,0.00,0.00,0.00
32034,0.00,0.00,0.00,0.00,0.00,0.00
32073,0.00,0.00,0.00,0.00,0.00,0.00
32112,0.00,0.00,0.00,0.00,0.00,0.00
32150,0.00,0.00,0.00,0.00,0.00,0.00
32189,0.00,0.00,0.00,0.00,0.00,0.00
32227,0.00,0.00,0.00,0.00,0.00,0.00
32266,0.00,0.00,0.00,0.00,0.00,0.00
32304,0.00,0.00,0.00,0.00,0.00,0.00
32343,0.00,0.00,0.00,0.00,0.00,0.00
32381,0.00,0.00,0.00,0.00,0.00,0.00
32420,0.00,0.00,0.00,0.00,0.00,0.00
32458,0.00,0.00,0.00,0.00,0.00,0.00
32497,0.00,0.00,0.00,0.00,0.00,0.00
32536,0.00,0.00,0.00,0.00,0.00,0.00
32574,0.00,0.00,0.00,0.00,0.00,0.00
32613,0.00,0.00,0.00,0.00,0.00,0.00
32651,0.00,0.00,0.00,0.00,0.00,0.00
32690,0.00,0.00,0.00,0.00,0.00,0.00
32728,0.00,0.00,0.00,0.00,0.00,0.00
32767,0.00,0.00,0.00,0.00,0.00,0.00
32805,0.00,0.00,0.00,0.00,0.00,0.00
32844,0.00,0.00,0.00,0.00,0.00,0.00
32882,0.00,0.00,0.00,0.00,0.00,0.00
32921,0.00,0.00,0.00,0.00,0.00,0.00
32959,0.00,0.00,0.00,0.00,0.00,0.00
32998,0.00,0.00,0.00,0.00,0.00,0.00
33037,0.00,0.00,0.00,0.00,0.00,0.00
33075,0.00,0.00,0.00,0.00,0.00,0.00
33114,0.00,0.00,0.00,0.00,0.00,0.00
33152,0.00,0.00,0.00,0.00,0.00,0.00
33191,0.00,0.00,0.00,0.00,0.00,0.00
33229,0.00,0.00,0.00,0.00,0.00,0.00
33268,0.00,0.00,0.00,0.00,0.00,0.00
33306,0.00,0.00,0.00,0.00,0.00,0.00
33345,0.00,0.00,0.00,0.00,0.00,0.00
33383,0.00,0.00,0.00,0.00,0.00,0.00
33422,0.00,0.00,0.00,0.00,0.00,0.00
33461,0.00,0.00,0.00,0.00,0.00,0.00
33499,-0.04,-0.00,0.00,0.00,-11.98,-0.46
33543,0.03,-0.00,0.00,0.00,0.00,-0.46
33583,0.00,-0.00,0.00,0.00,0.00,-0.46
33624,0.00,-0.00,0.00,0.00,0.00,-0.46
33665,0.00,0.00,0.00,0.00,0.00,-0.46
33704,0.00,0.00,0.00,0.00,0.00,-0.46
33744,0.00,0.00,0.00,0.00,0.00,-0.46
33783,0.00,0.00,0.00,0.00,0.00,-0.46
33823,0.00,0.00,0.00,0.00,0.00,-0.46
33863,0.00,0.00,0.00,0.00,0.00,-0.46
33902,0.00,0.00,0.00,0.00,0.00,-0.46
33942,0.00,0.00,0.00,0.00,0.00,-0.46
33981,0.00,0.00,0.00,0.00,0.00,-0.46
34021,0.00,0.00,0.00,0.00,0.00,-0.46
34061,0.00,0.00,0.00,0.00,0.00,-0.46
34100,0.00,0.00,0.00,0.00,0.00,-0.46
34140,0.00,0.00,0.00,0.00,0.00,-0.46
34179,0.00,0.00,0.00,0.00,0.00,-0.46
34219,0.00,0.00,0.00,0.00,0.00,-0.46
34258,0.00,0.00,0.00,0.00,0.00,-0.46
34298,0.00,0.00,0.00,0.00,0.00,-0.46
34338,0.00,0.00,0.00,0.00,0.00,-0.46
34377,0.00,0.00,0.00,0.00,0.00,-0.46
34417,0.00,0.00,0.00,0.00,0.00,-0.46
34456,0.00,0.00,0.00,0.00,0.00,-0.46
34496,0.00,0.00,0.00,0.00,0.00,-0.46
34536,0.00,0.00,0.00,0.00,0.00,-0.46
34575,0.00,0.00,0.00,0.00,0.00,-0.46
34615,0.00,0.00,0.00,0.00,0.00,-0.46
34654,0.00,0.00,0.00,0.00,0.00,-0.46
34694,0.00,0.00,0.00,0.00,0.00,-0.46
34733,0.00,0.00,0.00,0.00,0.00,-0.46
34773,0.25,0.01,0.00,0.00,0.00,-0.46
34813,-0.52,-0.01,0.04,0.00,-17.05,-1.14
34856,0.18,-0.00,0.00,0.00,-3.20,-1.27
34898,0.31,0.01,0.00,0.00,-11.25,-1.75
34940,0.15,0.02,0.07,0.00,0.00,-1.75
34979,-0.12,0.01,-0.07,0.00,-8.44,-2.08
35022,0.10,0.02,0.00,0.00,-21.69,-3.01
35064,0.15,0.02,0.00,0.00,-14.85,-3.63
35105,-0.24,0.01,-0.05,-0.00,-9.42,-4.02
35149,-0.22,0.00,0.00,-0.00,-9.79,-4.45
35192,0.22,0.01,0.04,0.00,-6.19,-4.72
35232,-0.25,0.00,-0.04,0.00,0.00,-4.72
35274,0.00,0.00,0.00,0.00,0.00,-4.72
35314,0.00,0.00,0.00,0.00,0.00,-4.72
