11514,0.00,-0.01,0.00,-0.03,3.17
11550,0.00,-0.01,-0.01,-0.04,2.99
11586,-0.02,-0.02,0.01,-0.03,2.87
11623,0.00,-0.02,0.00,-0.03,3.05
11658,0.00,-0.02,0.01,-0.02,3.54
11693,0.01,-0.01,0.00,-0.02,3.05
11729,0.01,0.01,0.00,-0.02,3.36
11763,0.00,0.01,-0.01,-0.03,2.87
11799,0.00,0.01,0.01,-0.01,2.56
11833,0.00,0.01,0.00,-0.01,2.99
11867,0.00,0.01,0.00,-0.01,3.17
11902,0.00,0.00,0.00,-0.01,3.42
11936,0.01,0.01,0.00,-0.01,3.11
11971,0.00,0.01,0.00,0.00,3.42
12004,0.00,0.01,0.00,0.00,3.05
12037,0.00,0.01,0.02,0.02,2.62
12071,0.01,0.03,0.00,0.02,2.93
12104,0.02,0.05,0.02,0.04,3.17
12137,0.01,0.06,0.01,0.05,3.17
12171,0.00,0.06,0.00,0.05,3.11
12204,0.00,0.06,0.00,0.05,2.81
12237,0.00,0.06,0.00,0.05,2.81
12271,0.00,0.06,0.00,0.05,2.75
12304,0.00,0.00,0.00,0.00,3.30
12337,0.00,0.00,-0.01,-0.01,3.05
12373,0.00,0.00,0.01,-0.00,2.99
12407,0.00,0.00,0.00,-0.00,3.11
12441,0.00,0.00,0.00,-0.00,2.81
12476,-0.01,-0.01,0.00,-0.00,3.11
12512,0.00,-0.01,0.01,0.01,2.69
12547,0.00,-0.01,0.00,0.01,3.05
12581,0.00,-0.01,0.00,0.01,2.93
12615,0.00,-0.01,0.00,0.01,3.17
12650,0.00,0.00,0.00,0.01,3.23
12683,0.00,0.00,0.00,0.00,3.05
12716,0.00,0.00,0.00,0.00,2.75
12750,0.00,0.00,0.00,0.00,3.30
12783,0.00,0.00,0.00,0.00,3.48
12816,0.00,0.00,0.00,0.00,3.05
12850,0.00,0.00,0.00,0.00,3.17
12883,0.00,0.00,0.00,0.00,3.05
12916,0.00,0.00,-0.02,-0.02,2.93
12952,0.00,0.00,0.00,-0.02,3.05
12986,0.00,0.00,0.00,-0.02,2.69
13021,0.02,0.02,-0.02,-0.04,2.69
13056,0.02,0.04,-0.01,-0.05,3.54
13091,0.00,0.04,0.00,-0.05,3.30
13126,-0.01,0.02,0.00,-0.05,2.75
13161,-0.01,0.01,-0.02,-0.06,3.05
13198,0.00,0.01,0.00,-0.06,2.93
13232,0.00,0.01,0.00,-0.06,3.48
13266,-0.01,0.00,-0.02,-0.09,3.30
13303,0.01,0.01,0.00,-0.09,3.30
13337,0.00,0.01,0.00,-0.09,3.30
13372,0.00,0.01,0.00,-0.09,3.23
13406,0.00,0.01,-0.01,-0.10,2.93
13441,-0.01,0.00,0.00,-0.10,2.99
13477,0.00,0.00,0.00,-0.10,3.30
13511,0.00,0.00,0.00,-0.10,3.36
