00,0.00,0.00,2.93
12320,0.00,0.00,0.00,0.00,2.99
12353,0.00,0.00,0.00,0.00,3.36
12386,0.00,0.00,0.00,0.00,3.30
12420,0.00,0.00,0.00,0.00,3.11
12453,0.00,0.00,0.00,0.00,2.93
12486,0.00,0.00,0.00,0.00,3.78
12520,0.00,0.00,0.00,0.00,2.93
12553,0.00,0.00,0.00,0.00,3.78
12586,0.00,0.00,0.00,0.00,3.66
12620,0.00,0.00,0.00,0.00,2.93
12653,0.00,0.00,0.00,0.00,2.75
12686,0.00,0.00,0.00,0.00,3.17
12720,0.00,0.00,0.00,0.00,3.11
12753,0.00,0.00,0.00,0.00,3.17
12786,0.00,0.00,0.00,0.00,2.93
12820,0.00,0.00,0.00,0.00,2.99
12853,0.00,0.00,0.00,0.00,3.17
12886,0.00,0.00,0.00,0.00,2.87
12920,0.00,0.00,0.00,0.00,2.93
12953,0.00,0.00,0.00,0.00,3.48
12986,0.00,0.00,0.00,0.00,3.05
13020,0.00,0.00,0.00,0.00,2.69
13053,0.00,0.00,0.00,0.00,3.17
13086,0.00,0.00,0.00,0.00,2.87
13120,0.00,0.00,0.00,0.00,3.30
13153,0.00,0.00,0.00,0.00,3.23
13186,0.00,0.00,0.00,0.00,3.05
13220,0.00,0.00,0.00,0.00,3.17
13253,0.00,0.00,0.00,0.00,3.05
13286,0.00,0.00,0.00,0.00,3.11
13320,0.00,0.00,0.00,0.00,3.36
13353,0.00,0.00,0.00,0.00,3.54
13386,0.00,0.00,0.00,0.00,2.99
13420,0.00,0.00,0.00,0.00,3.11
13453,0.00,0.00,0.00,0.00,3.42
13486,0.00,0.00,0.00,0.00,2.75
13520,0.00,0.00,0.00,0.00,2.69
13553,0.00,0.00,0.00,0.00,3.05
13586,0.00,0.00,0.00,0.00,3.72
13620,0.00,0.00,0.00,0.00,3.17
13653,0.00,0.00,0.00,0.00,3.23
13686,0.00,0.00,0.00,0.00,2.87
13720,0.00,0.00,0.00,0.00,3.78
13753,0.00,0.00,0.00,0.00,3.66
13786,0.00,0.00,0.00,0.00,3.42
13820,0.00,0.00,0.00,0.00,2.87
13853,0.00,0.00,-0.05,-0.05,2.32
13888,0.00,0.00,0.00,-0.05,3.36
13923,0.00,0.00,0.00,-0.05,3.66
13957,0.00,0.00,0.00,-0.05,2.69
13991,0.00,0.00,0.00,-0.05,3.54
14026,0.00,0.00,0.00,0.00,3.30
14059,0.00,0.00,0.00,0.00,3.91
14092,0.14,0.14,0.00,0.00,-25.15
14128,-0.07,0.08,-0.08,-0.08,-12.88
14166,0.14,0.22,0.00,-0.08,4.09
14201,0.19,0.41,0.00,-0.08,1.83
14235,0.14,0.55,0.00,-0.08,8.91
14270,0.21,0.75,0.05,-0.02,18.37
14305,0.17,0.93,0.04,0.02,9.16
14338,0.00,0.93,0.10,0.12,1.46
14372,-0.11,0.81,0.00,0.12,11.35
14407,-0.19,0.62,0.00,0.12,3.48
14441,-0.19,0.43,0.11,0.23,-1.16
14477,0.06,0.49,0.05,0.28,5.98
14510,-0.23,0.26,-0.07,0.21,6.47
14546,-0.14,0.12,0.00,0.21,-2.32
14581,-0.07,0.05,0.06,0.27,3.66
14615,-0.16,-0.11,0.00,0.27,1.83
14651,0.00,-0.11,0.00,0.27,0.49
14685,0.00,-0.11,0.00,0.27,2.56
14720,0.00,-0.11,0.00,0.27,3.05
14754,0.00,-0.11,0.00,0.00,3.23
14788,0.00,0.00,0.00,0.00,3.30
14822,0.00,0.00,0.00,0.00,2.81
14855,-0.06,-0.06,0.00,0.00,8.97
14890,-0.20,-0.26,-0.04,-0.04,21.55
14929,-0.36,-0.62,0.00,-0.04,4.76
14965,-0.26,-0.88,0.00,-0.04,11.90
15003,-0.41,-1.29,0.00,-0.04,5.55
15039,-0.12,-1.41,0.00,-0.04,8.36
15076,0.00,-1.41,0.00,0.00,9.52
15110,0.35,-1.06,-0.10,-0.10,19.47
15148,0.16,-0.90,-0.08,-0.19,32.71
15185,0.00,-0.90,-0.06,-0.24,23.56
15223,0.08,-0.81,0.04,-0.20,28.08
15259,0.08,-0.73,-0.05,-0.25,28.63
15297,0.17,-0.56,-0.03,-0.28,26.49
15334,0.18,-0.38,0.00,-0.28,15.44
15371,0.00,-0.38,0.00,-0.28,3.60
15406,0.00,-0.38,0.00,-0.28,3.66
15441,0.00,-0.38,0.00,-0.28,3.78
15477,0.00,-0.38,0.00,0.00,3.72
15511,0.00,0.00,0.00,0.00,2.56
15545,0.00,0.00,0.00,0.00,3.23
15578,0.00,0.00,0.00,0.00,2.62
15611,0.00,0.00,0.00,0.00,3.60
15645,0.00,0.00,0.00,0.00,3.36
15678,0.00,0.00,0.00,0.00,2.81
15711,0.00,0.00,0.00,0.00,3.30
15745,0.00,0.00,0.00,0.00,3.72
15778,0.00,0.00,0.00,0.00,3.54
15811,0.05,0.05,-0.56,-0.56,-3.54
15848,-0.06,-0.02,0.14,-0.42,-21.85
15886,-0.06,-0.08,0.29,-0.12,-15.50
15925,-0.05,-0.13,0.20,0.08,-17.40
15962,-0.14,-0.27,0.28,0.36,-17.40
16000,-0.11,-0.38,0.16,0.52,0.00
16035,0.00,-0.38,0.00,0.52,22.71
16071,-0.07,-0.44,-0.06,0.46,-5.92
16108,0.07,-0.37,-0.17,0.29,-11.11
16146,0.15,-0.22,-0.22,0.07,-28.93
16183,0.13,-0.09,-0.43,-0.36,-8.12
16221,0.03,-0.06,-0.26,-0.62,1.04
16257,0.04,-0.02,-0.21,-0.82,4.88
16292,0.00,-0.02,-0.19,-1.01,6.04
16330,0.00,-0.02,-0.04,-1.05,2.93
16366,0.00,-0.02,0.00,-1.05,-10.80
16404,0.00,-0.02,0.00,-1.05,3.48
16439,0.00,0.00,0.00,-1.05,3.72
16474,0.00,0.00,0.00,-1.05,2.69
16508,0.00,0.00,0.00,0.00,3.05
16541,0.15,0.15,-0.74,-0.74,8.48
16577,0.17,0.32,-0.07,-0.81,11.23
16613,-0.03,0.29,-0.42,-1.23,17.82
16651,0.11,0.40,-0.29,-1.53,15.01
16687,0.19,0.59,-0.43,-1.95,20.45
16724,0.06,0.66,-0.11,-2.06,26.00
16760,0.00,0.66,-0.11,-2.17,19.65
16797,-0.05,0.61,0.00,-2.17,19.59
16833,-0.04,0.57,0.08,-2.09,11.05
16870,-0.06,0.51,0.35,-1.74,2.99
16905,-0.07,0.45,0.06,-1.69,16.24
16941,-0.08,0.36,0.20,-1.49,21.18
16978,0.00,0.36,0.25,-1.24,4.39
17012,0.00,0.36,0.18,-1.06,1.53
17047,0.00,0.36,0.07,-0.99,-2.38
17082,0.00,0.36,0.00,-0.99,2.99
17116,0.00,0.00,0.00,-0.99,3.05
17151,0.00,0.00,0.00,-0.99,3.66
17185,0.00,0.00,0.00,-0.99,2.93
17220,0.00,0.00,0.00,0.00,3.17
17253,0.00,0.00,0.00,0.00,3.11
17286,0.00,0.00,0.00,0.00,2.87
17320,0.00,0.00,0.00,0.00,3.23
17353,0.00,0.00,0.00,0.00,2.99
17386,0.00,0.00,0.00,0.00,3.36
17420,0.00,0.00,0.00,0.00,3.54
17453,0.00,0.00,0.00,0.00,2.93
17486,0.00,0.00,0.00,0.00,3.60
17520,0.00,0.00,0.00,0.00,2.93
17553,0.00,0.00,0.00,0.00,3.36
17586,-0.16,-0.16,-0.10,-0.10,86.12
17625,-0.08,-0.24,-0.24,-0.34,376.83
17664,-0.10,-0.34,-0.03,-0.37,455.26
17704,0.24,-0.09,-0.11,-0.48,463.62
17742,0.18,0.09,0.07,-0.41,196.11
17779,0.00,0.09,0.04,-0.37,63.29
17814,0.23,0.32,-0.22,-0.59,64.76
17851,0.00,0.32,-0.03,-0.62,57.74
17887,0.00,0.32,0.00,-0.62,25.15
17923,0.00,0.32,0.00,-0.62,3.54
17957,0.00,0.32,0.00,-0.62,3.91
17991,0.00,0.00,0.00,-0.62,3.78
18026,0.00,0.00,0.00,0.00,15.75
18060,0.00,0.00,0.00,0.00,2.75
18092,0.00,0.00,0.00,0.00,3.23
18127,0.00,0.00,0.00,0.00,3.36
18160,0.09,0.09,-0.04,-0.04,1.77
18196,0.00,0.09,0.00,-0.04,-31.92
18232,0.07,0.16,-0.04,-0.08,-67.44
