1768329, 222, 214, 233, 227, 210, 217, 
1768431, 222, 212, 233, 227, 211, 217, 
1768533, 222, 212, 237, 227, 211, 219, 
1768635, 224, 212, 237, 228, 211, 219, 
1768737, 224, 215, 237, 228, 210, 219, 
1768839, 224, 215, 234, 228, 210, 219, 
1768940, 223, 215, 234, 226, 210, 219, 
1769042, 223, 214, 234, 226, 212, 219, 
1769144, 223, 214, 232, 226, 212, 218, 
1769246, 222, 214, 232, 228, 212, 218, 
1769348, 222, 215, 232, 228, 212, 218, 
1769450, 222, 215, 232, 228, 212, 220, 
1769551, 221, 215, 232, 225, 212, 220, 
1769653, 221, 214, 232, 225, 210, 220, 
1769755, 221, 214, 225, 225, 210, 219, 
1769857, 219, 214, 225, 226, 210, 219, 
1769959, 219, 214, 225, 226, 210, 219, 
1770061, 219, 214, 222, 226, 210, 218, 
1770162, 219, 214, 222, 227, 210, 218, 
1770264, 219, 212, 222, 227, 211, 218, 
1770366, 219, 212, 225, 227, 211, 218, 
1770468, 217, 212, 225, 228, 211, 218, 
1770570, 217, 213, 225, 228, 212, 218, 
1770671, 217, 213, 226, 228, 212, 221, 
1770773, 218, 213, 226, 228, 212, 221, 
1770875, 218, 214, 226, 228, 212, 221, 
1770977, 218, 214, 233, 228, 212, 217, 
1771079, 219, 214, 233, 227, 212, 217, 
1771181, 219, 211, 233, 227, 210, 217, 
1771282, 219, 211, 224, 227, 210, 221, 
1771384, 217, 211, 224, 230, 210, 221, 
1771486, 217, 212, 224, 230, 211, 221, 
1771588, 217, 212, 227, 230, 211, 219, 
1771690, 218, 212, 227, 227, 211, 219, 
1771792, 218, 214, 227, 227, 212, 219, 
1771893, 218, 214, 224, 227, 212, 219, 
1771995, 217, 214, 224, 228, 212, 219, 
1772097, 217, 214, 224, 228, 211, 219, 
1772199, 217, 214, 234, 228, 211, 219, 
1772301, 220, 214, 234, 225, 211, 219, 
1772403, 220, 215, 234, 225, 210, 219, 
1772504, 220, 215, 234, 225, 210, 218, 
1772606, 222, 215, 234, 226, 210, 218, 
1772708, 222, 213, 234, 226, 210, 218, 
1772810, 222, 213, 231, 226, 210, 220, 
1772912, 221, 213, 231, 229, 210, 220, 
1773013, 221, 213, 231, 229, 208, 220, 
1773115, 221, 213, 232, 229, 208, 221, 
1773217, 220, 213, 232, 229, 208, 221, 
1773319, 220, 213, 232, 229, 209, 221, 
1773421, 220, 213, 233, 229, 209, 219, 
1773523, 220, 213, 233, 226, 209, 219, 
1773624, 220, 216, 233, 226, 208, 219, 
1773726, 220, 216, 231, 226, 208, 216, 
1773828, 237, 216, 231, 227, 208, 216, 
1773930, 237, 229, 231, 227, 212, 216, 
1774032, 237, 229, 233, 227, 212, 220, 
1774134, 259, 229, 233, 244, 212, 220, 
1774235, 259, 244, 233, 244, 224, 220, 
1774337, 259, 244, 247, 244, 224, 225, 
1774439, 265, 244, 247, 250, 224, 225, 
1774541, 265, 243, 247, 250, 221, 225, 
1774643, 265, 243, 248, 250, 221, 227, 
1774745, 268, 243, 248, 248, 221, 227, 
1774846, 268, 244, 248, 248, 227, 227, 
1774948, 268, 244, 247, 248, 227, 224, 
1775050, 268, 244, 247, 250, 227, 224, 
1775152, 268, 244, 247, 250, 224, 224, 
1775254, 268, 244, 248, 250, 224, 224, 
1775355, 265, 244, 248, 250, 224, 224, 
1775457, 265, 244, 248, 250, 226, 224, 
1775559, 265, 244, 247, 250, 226, 225, 
1775661, 269, 244, 247, 247, 226, 225, 
1775763, 269, 243, 247, 247, 227, 225, 
1775865, 269, 243, 248, 247, 227, 224, 
1775966, 267, 243, 248, 247, 227, 224, 
1776068, 267, 243, 248, 247, 227, 224, 
1776170, 267, 243, 243, 247, 227, 222, 
1776272, 258, 243, 243, 242, 227, 222, 
1776374, 258, 230, 243, 242, 214, 222, 
1776476, 258, 230, 235, 242, 214, 218, 
1776577, 236, 230, 235, 230, 214, 218, 
1776679, 236, 218, 235, 230, 210, 218, 
1776781, 236, 218, 226, 230, 210, 218, 
1776883, 222, 218, 226, 228, 210, 218, 
1776985, 222, 215, 226, 228, 209, 218, 
1777087, 222, 215, 232, 228, 209, 220, 
1777188, 223, 215, 232, 229, 209, 220, 
1777290, 223, 215, 232, 229, 208, 220, 
1777392, 223, 215, 229, 229, 208, 217, 
1777494, 222, 215, 229, 226, 208, 217, 
1777596, 222, 214, 229, 226, 210, 217, 
1777697, 222, 214, 231, 226, 210, 218, 
1777799, 223, 214, 231, 227, 210, 218, 
1777901, 223, 216, 231, 227, 209, 218, 
1778003, 223, 216, 228, 227, 209, 216, 
