861556, 161, 150, 163, 152, 139, 151, 
861658, 161, 149, 163, 152, 138, 151, 
861760, 161, 149, 162, 152, 138, 151, 
861862, 160, 149, 162, 153, 138, 151, 
861964, 160, 149, 162, 153, 137, 151, 
862065, 160, 149, 161, 153, 137, 152, 
862167, 163, 149, 161, 153, 137, 152, 
862269, 163, 151, 161, 153, 139, 152, 
862371, 163, 151, 159, 153, 139, 150, 
862473, 162, 151, 159, 152, 139, 150, 
862575, 162, 147, 159, 152, 137, 150, 
862676, 162, 147, 161, 152, 137, 150, 
862778, 161, 147, 161, 152, 137, 150, 
862880, 161, 149, 161, 152, 137, 150, 
862982, 161, 149, 161, 152, 137, 152, 
863084, 160, 149, 161, 151, 137, 152, 
863185, 160, 148, 161, 151, 138, 152, 
863287, 160, 148, 160, 151, 138, 149, 
863389, 160, 148, 160, 151, 138, 149, 
863491, 160, 151, 160, 151, 140, 149, 
863593, 160, 151, 162, 151, 140, 149, 
863695, 160, 151, 162, 153, 140, 149, 
863796, 160, 146, 162, 153, 138, 149, 
863898, 160, 146, 164, 153, 138, 150, 
864000, 161, 146, 164, 153, 138, 150, 
864102, 161, 150, 164, 153, 138, 150, 
864204, 161, 150, 163, 153, 138, 152, 
864306, 162, 150, 163, 153, 138, 152, 
864407, 162, 151, 163, 153, 139, 152, 
864509, 162, 151, 162, 153, 139, 151, 
864611, 160, 151, 162, 154, 139, 151, 
864713, 160, 150, 162, 154, 138, 151, 
864815, 160, 150, 161, 154, 138, 149, 
864917, 160, 150, 161, 153, 138, 149, 
865018, 160, 149, 161, 153, 139, 149, 
865120, 160, 149, 163, 153, 139, 151, 
865222, 159, 149, 163, 154, 139, 151, 
865324, 159, 151, 163, 154, 137, 151, 
865426, 159, 151, 163, 154, 137, 150, 
865527, 166, 151, 163, 152, 137, 150, 
865629, 166, 150, 163, 152, 137, 150, 
865731, 166, 150, 162, 152, 137, 154, 
865833, 160, 150, 162, 152, 137, 154, 
865935, 160, 149, 162, 152, 140, 154, 
866037, 160, 149, 161, 152, 140, 150, 
866138, 161, 149, 161, 153, 140, 150, 
866240, 161, 150, 161, 153, 138, 150, 
866342, 161, 150, 160, 153, 138, 150, 
866444, 161, 150, 160, 153, 138, 150, 
866546, 161, 150, 160, 153, 138, 150, 
866648, 161, 150, 161, 153, 138, 149, 
866749, 161, 150, 161, 150, 138, 149, 
866851, 161, 149, 161, 150, 138, 149, 
866953, 161, 149, 160, 150, 138, 156, 
867055, 155, 149, 160, 149, 138, 156, 
867157, 155, 146, 160, 149, 139, 156, 
867259, 155, 146, 162, 149, 139, 158, 
867360, 152, 146, 162, 152, 139, 158, 
867462, 152, 147, 162, 152, 145, 158, 
867564, 152, 147, 161, 152, 145, 167, 
867666, 156, 147, 161, 163, 145, 167, 
867768, 156, 146, 161, 163, 151, 167, 
867869, 156, 146, 163, 163, 151, 172, 
867971, 157, 146, 163, 166, 151, 172, 
868073, 157, 147, 163, 166, 152, 172, 
868175, 157, 147, 164, 166, 152, 172, 
868277, 155, 147, 164, 164, 152, 172, 
868379, 155, 151, 164, 164, 152, 172, 
868480, 155, 151, 162, 164, 152, 171, 
868582, 157, 151, 162, 164, 152, 171, 
868684, 157, 149, 162, 164, 153, 171, 
868786, 157, 149, 165, 164, 153, 170, 
868888, 156, 149, 165, 164, 153, 170, 
868990, 156, 149, 165, 164, 152, 170, 
869091, 156, 149, 163, 164, 152, 172, 
869193, 157, 149, 163, 165, 152, 172, 
869295, 157, 150, 163, 165, 152, 172, 
869397, 157, 150, 165, 165, 152, 167, 
869499, 159, 150, 165, 165, 152, 167, 
869601, 159, 149, 165, 165, 149, 167, 
869702, 159, 149, 164, 165, 149, 158, 
869804, 163, 149, 164, 157, 149, 158, 
869906, 163, 153, 164, 157, 142, 158, 
870008, 163, 153, 168, 157, 142, 152, 
870110, 166, 153, 168, 160, 142, 152, 
870211, 166, 155, 168, 160, 146, 152, 
870313, 166, 155, 168, 160, 146, 156, 
870415, 167, 155, 168, 158, 146, 156, 
870517, 167, 156, 168, 158, 141, 156, 
870619, 167, 156, 167, 158, 141, 155, 
870721, 170, 156, 167, 158, 141, 155, 
870822, 170, 157, 167, 158, 141, 155, 
870924, 170, 157, 166, 158, 141, 153, 
871026, 170, 157, 166, 156, 141, 153, 
871128, 170, 157, 166, 156, 141, 153, 
871230, 170, 157, 165, 156, 141, 150, 
871332, 168, 157, 165, 157, 141, 150, 
871433, 168, 156, 165, 157, 140, 150, 
871535, 168, 156, 167, 157, 140, 151, 
871637, 165, 156, 167, 154, 140, 151, 
871739, 165, 152, 167, 154, 138, 151, 
871841, 165, 152, 160, 154, 138, 149, 
871943, 160, 152, 160, 152, 138, 149, 
872044, 160, 145, 160, 152, 136, 149, 
872146, 160, 145, 155, 152, 136, 149, 
872248, 153, 145, 155, 148, 136, 149, 
872350, 153, 144, 155, 148, 135, 149, 
872452, 153, 144, 160, 148, 135, 151, 
872553, 153, 144, 160, 146, 135, 151, 
872655, 153, 143, 160, 146, 135, 151, 
872757, 153, 143, 157, 146, 135, 152, 
872859, 152, 143, 157, 147, 135, 152, 
872961, 152, 143, 157, 147, 136, 152, 
873063, 152, 143, 160, 147, 136, 149, 
873164, 153, 143, 160, 148, 136, 149, 
873266, 153, 142, 160, 148, 135, 149, 
873368, 153, 142, 157, 148, 135, 150, 
873470, 152, 142, 157, 146, 135, 150, 
873572, 152, 142, 157, 146, 136, 150, 
873674, 152, 142, 159, 146, 136, 153, 
873775, 155, 142, 159, 151, 136, 153, 
873877, 155, 146, 159, 151, 140, 153, 
873979, 155, 146, 164, 151, 140, 161, 
874081, 164, 146, 164, 160, 140, 161, 
874183, 164, 157, 164, 160, 150, 161, 
874285, 164, 157, 172, 160, 150, 169, 
874386, 176, 157, 172, 174, 150, 169, 
874488, 176, 173, 172, 174, 161, 169, 
874590, 176, 173, 188, 174, 161, 180, 
874692, 192, 173, 188, 191, 161, 180, 
874794, 192, 189, 188, 191, 181, 180, 
874895, 192, 189, 204, 191, 181, 198, 
874997, 209, 189, 204, 204, 181, 198, 
875099, 209, 199, 204, 204, 192, 198, 
875201, 209, 199, 211, 204, 192, 207, 
875303, 216, 199, 211, 211, 192, 207, 
875405, 216, 199, 211, 211, 192, 207, 
875506, 216, 199, 211, 211, 192, 204, 
875608, 215, 199, 211, 210, 192, 204, 
875710, 215, 199, 211, 210, 193, 204, 
875812, 215, 199, 210, 210, 193, 200, 
875914, 213, 199, 210, 206, 193, 200, 
876016, 213, 203, 210, 206, 193, 200, 
876117, 213, 203, 211, 206, 193, 206, 
876219, 214, 203, 211, 209, 193, 206, 
876321, 214, 203, 211, 209, 193, 206, 
876423, 214, 203, 214, 209, 193, 205, 
876525, 215, 203, 214, 210, 193, 205, 
876627, 215, 201, 214, 210, 191, 205, 
876728, 215, 201, 213, 210, 191, 204, 
876830, 215, 201, 213, 209, 191, 204, 
876932, 215, 200, 213, 209, 190, 204, 
877034, 215, 200, 211, 209, 190, 206, 
877136, 214, 200, 211, 211, 190, 206, 
877237, 214, 203, 211, 211, 192, 206, 
877339, 214, 203, 207, 211, 192, 204, 
877441, 215, 203, 207, 210, 192, 204, 
877543, 215, 203, 207, 210, 194, 204, 
877645, 215, 203, 208, 210, 194, 204, 
877747, 213, 203, 208, 208, 194, 204, 
877848, 213, 204, 208, 208, 192, 204, 
877950, 213, 204, 215, 208, 192, 209, 
878052, 212, 204, 215, 208, 192, 209, 
878154, 212, 202, 215, 208, 192, 209, 
