97224, 68, 61, 64, 60, 54, 56, 
97285, 70, 61, 64, 55, 54, 56, 
97347, 70, 62, 64, 55, 52, 56, 
97409, 70, 62, 64, 55, 52, 56, 
97471, 67, 62, 64, 57, 52, 56, 
97533, 67, 63, 64, 57, 51, 56, 
97594, 67, 63, 65, 57, 51, 58, 
97656, 66, 63, 65, 55, 51, 58, 
97718, 66, 62, 65, 55, 51, 58, 
97780, 66, 62, 63, 55, 51, 55, 
97842, 71, 62, 63, 61, 51, 55, 
97904, 71, 61, 63, 61, 52, 55, 
97965, 71, 61, 64, 61, 52, 57, 
98027, 70, 61, 64, 59, 52, 57, 
98089, 70, 61, 64, 59, 51, 57, 
98151, 70, 61, 63, 59, 51, 57, 
98213, 69, 61, 63, 59, 51, 57, 
98275, 69, 64, 63, 59, 50, 57, 
98336, 69, 64, 67, 59, 50, 55, 
98398, 66, 64, 67, 48, 50, 55, 
98460, 66, 64, 67, 48, 42, 55, 
98522, 66, 64, 63, 48, 42, 56, 
98584, 69, 64, 63, 49, 42, 56, 
98646, 69, 63, 63, 49, 43, 56, 
98707, 69, 63, 63, 49, 43, 55, 
98769, 67, 63, 63, 60, 43, 55, 
98831, 67, 61, 63, 60, 51, 55, 
98893, 67, 61, 62, 60, 51, 57, 
98955, 68, 61, 62, 61, 51, 57, 
99016, 68, 60, 62, 61, 51, 57, 
99078, 68, 60, 63, 61, 51, 57, 
99140, 72, 60, 63, 46, 51, 57, 
99202, 72, 47, 63, 46, 41, 57, 
99264, 72, 47, 61, 46, 41, 60, 
99326, 74, 47, 61, 46, 41, 60, 
99387, 74, 47, 61, 46, 39, 60, 
99449, 74, 47, 61, 46, 39, 57, 
99511, 69, 47, 61, 43, 39, 57, 
99573, 69, 49, 61, 43, 41, 57, 
99635, 69, 49, 59, 43, 41, 58, 
99697, 53, 49, 59, 46, 41, 58, 
99758, 53, 48, 59, 46, 40, 58, 
99820, 53, 48, 62, 46, 40, 57, 
99882, 54, 48, 62, 44, 40, 57, 
99944, 54, 49, 62, 44, 40, 57, 
100006, 54, 49, 62, 44, 40, 57, 
100068, 54, 49, 62, 46, 40, 57, 
100129, 54, 48, 62, 46, 41, 57, 
100191, 54, 48, 63, 46, 41, 60, 
100253, 54, 48, 63, 46, 41, 60, 
100315, 54, 50, 63, 46, 43, 60, 
100377, 54, 50, 64, 46, 43, 61, 
100438, 52, 50, 64, 45, 43, 61, 
100500, 52, 49, 64, 45, 42, 61, 
100562, 52, 49, 64, 45, 42, 59, 
100624, 68, 49, 64, 45, 42, 59, 
100686, 68, 48, 64, 45, 40, 59, 
100748, 68, 48, 62, 45, 40, 58, 
100809, 70, 48, 62, 45, 40, 58, 
100871, 70, 49, 62, 45, 39, 58, 
100933, 70, 49, 65, 45, 39, 58, 
100995, 68, 49, 65, 46, 39, 58, 
101057, 68, 48, 65, 46, 42, 58, 
101119, 68, 48, 61, 46, 42, 59, 
101180, 67, 48, 61, 45, 42, 59, 
101242, 67, 48, 61, 45, 42, 59, 
101304, 67, 48, 64, 45, 42, 53, 
101366, 67, 48, 64, 46, 42, 53, 
101428, 67, 49, 64, 46, 42, 53, 
101490, 67, 49, 62, 46, 42, 57, 
101551, 64, 49, 62, 45, 42, 57, 
101613, 64, 48, 62, 45, 42, 57, 
101675, 64, 48, 62, 45, 42, 55, 
101737, 68, 48, 62, 46, 42, 55, 
101799, 68, 47, 62, 46, 42, 55, 
101860, 68, 47, 62, 46, 42, 55, 
101922, 68, 47, 62, 43, 42, 55, 
101984, 68, 57, 62, 43, 41, 55, 
102046, 68, 57, 63, 43, 41, 59, 
102108, 68, 57, 63, 45, 41, 59, 
102170, 68, 58, 63, 45, 41, 59, 
102231, 68, 58, 66, 45, 41, 59, 
102293, 67, 58, 66, 46, 41, 59, 
