107641, 196, 163, 173, 188, 188, 164, 154, 177, 
107743, 196, 163, 173, 185, 188, 164, 154, 177, 
107845, 189, 163, 173, 185, 184, 164, 154, 177, 
107946, 189, 166, 173, 185, 184, 165, 154, 177, 
108048, 189, 166, 170, 185, 184, 165, 153, 177, 
108150, 189, 166, 170, 187, 184, 165, 153, 179, 
108252, 193, 166, 170, 187, 198, 165, 153, 179, 
108354, 193, 163, 170, 187, 198, 155, 153, 179, 
108456, 193, 163, 171, 187, 198, 155, 153, 179, 
108557, 193, 163, 171, 186, 198, 155, 153, 176, 
108659, 195, 163, 171, 186, 202, 155, 153, 176, 
108761, 195, 163, 171, 186, 202, 155, 153, 176, 
108863, 195, 163, 169, 186, 202, 155, 154, 176, 
108965, 195, 163, 169, 186, 202, 155, 154, 178, 
109067, 196, 163, 169, 186, 185, 155, 154, 178, 
109168, 196, 163, 169, 186, 185, 155, 154, 178, 
109270, 196, 163, 172, 186, 185, 155, 153, 178, 
109372, 196, 163, 172, 185, 185, 155, 153, 178, 
109474, 195, 163, 172, 185, 186, 155, 153, 178, 
109576, 195, 164, 172, 185, 186, 165, 153, 178, 
109677, 195, 164, 171, 185, 186, 165, 153, 178, 
109779, 195, 164, 171, 186, 186, 165, 153, 180, 
109881, 189, 164, 171, 186, 186, 165, 153, 180, 
109983, 189, 166, 171, 186, 186, 167, 153, 180, 
110085, 189, 166, 172, 186, 186, 167, 153, 180, 
110187, 189, 166, 172, 186, 186, 167, 153, 180, 
110288, 195, 166, 172, 186, 182, 167, 153, 180, 
110390, 195, 163, 172, 186, 182, 164, 153, 180, 
110492, 195, 163, 171, 186, 182, 164, 154, 180, 
110594, 195, 163, 171, 187, 182, 164, 154, 178, 
110696, 192, 163, 171, 187, 202, 164, 154, 178, 
110798, 192, 163, 171, 187, 202, 155, 154, 178, 
110899, 192, 163, 171, 187, 202, 155, 152, 178, 
111001, 192, 163, 171, 187, 202, 155, 152, 177, 
111103, 194, 163, 171, 187, 185, 155, 152, 177, 
111205, 194, 165, 171, 187, 185, 156, 152, 177, 
111307, 194, 165, 171, 187, 185, 156, 152, 177, 
111409, 194, 165, 171, 188, 185, 156, 152, 178, 
111510, 195, 165, 171, 188, 185, 156, 152, 178, 
111612, 195, 162, 171, 188, 185, 163, 152, 178, 
111714, 195, 162, 171, 188, 185, 163, 150, 178, 
111816, 195, 162, 171, 186, 185, 163, 150, 178, 
111918, 189, 162, 171, 186, 183, 163, 150, 178, 
112020, 189, 166, 171, 186, 183, 166, 150, 178, 
112121, 189, 166, 170, 186, 183, 166, 154, 178, 
112223, 189, 166, 170, 187, 183, 166, 154, 177, 
112325, 197, 166, 170, 187, 183, 166, 154, 177, 
112427, 197, 162, 170, 187, 183, 163, 154, 177, 
112529, 197, 162, 169, 187, 183, 163, 151, 177, 
112630, 197, 162, 169, 189, 183, 163, 151, 179, 
112732, 199, 162, 169, 189, 203, 163, 151, 179, 
112834, 199, 162, 169, 189, 203, 154, 151, 179, 
112936, 199, 162, 170, 189, 203, 154, 153, 179, 
113038, 199, 162, 170, 188, 203, 154, 153, 177, 
113140, 197, 162, 170, 188, 182, 154, 153, 177, 
113241, 197, 164, 170, 188, 182, 164, 153, 177, 
113343, 197, 164, 172, 188, 182, 164, 154, 177, 
113445, 197, 164, 172, 187, 182, 164, 154, 181, 
113547, 198, 164, 172, 187, 186, 164, 154, 181, 
113649, 198, 163, 172, 187, 186, 165, 154, 181, 
113751, 198, 163, 169, 187, 186, 165, 154, 181, 
113852, 198, 163, 169, 187, 186, 165, 154, 182, 
113954, 201, 163, 169, 187, 185, 165, 154, 182, 
114056, 201, 164, 169, 187, 185, 168, 154, 182, 
114158, 201, 164, 174, 187, 185, 168, 158, 182, 
114260, 201, 164, 174, 191, 185, 168, 158, 187, 
114362, 205, 164, 174, 191, 190, 168, 158, 187, 
114463, 205, 166, 174, 191, 190, 171, 158, 187, 
114565, 205, 166, 174, 191, 190, 171, 162, 187, 
114667, 205, 166, 174, 190, 190, 171, 162, 190, 
114769, 202, 166, 174, 190, 188, 171, 162, 190, 
114871, 202, 167, 174, 190, 188, 163, 162, 190, 
114973, 202, 167, 174, 190, 188, 163, 164, 190, 
115074, 202, 167, 174, 191, 188, 163, 164, 186, 
115176, 204, 167, 174, 191, 190, 163, 164, 186, 
115278, 204, 165, 174, 191, 190, 171, 164, 186, 
115380, 204, 165, 175, 191, 190, 171, 159, 186, 
115482, 204, 165, 175, 191, 190, 171, 159, 188, 
115583, 193, 165, 175, 191, 191, 171, 159, 188, 
115685, 193, 167, 175, 191, 191, 171, 159, 188, 
115787, 193, 167, 176, 191, 191, 171, 160, 188, 
115889, 193, 167, 176, 190, 191, 171, 160, 189, 
115991, 192, 167, 176, 190, 189, 171, 160, 189, 
116093, 192, 166, 176, 190, 189, 169, 160, 189, 
116194, 192, 166, 173, 190, 189, 169, 162, 189, 
116296, 192, 166, 173, 192, 189, 169, 162, 188, 
116398, 207, 166, 173, 192, 190, 169, 162, 188, 
116500, 207, 168, 173, 192, 190, 171, 162, 188, 
116602, 207, 168, 178, 192, 190, 171, 165, 188, 
116704, 207, 168, 178, 196, 190, 171, 165, 193, 
116805, 213, 168, 178, 196, 197, 171, 165, 193, 
116907, 213, 179, 178, 196, 197, 175, 165, 193, 
117009, 213, 179, 192, 196, 197, 175, 176, 193, 
117111, 213, 179, 192, 212, 197, 175, 176, 208, 
117213, 215, 179, 192, 212, 220, 175, 176, 208, 
117315, 215, 197, 192, 212, 220, 194, 176, 208, 
117416, 215, 197, 206, 212, 220, 194, 200, 208, 
117518, 215, 197, 206, 234, 220, 194, 200, 229, 
117620, 239, 197, 206, 234, 238, 194, 200, 229, 
117722, 239, 216, 206, 234, 238, 210, 200, 229, 
117824, 239, 216, 223, 234, 238, 210, 214, 229, 
117925, 239, 216, 223, 245, 238, 210, 214, 245, 
118027, 250, 216, 223, 245, 250, 210, 214, 245, 
118129, 250, 225, 223, 245, 250, 222, 214, 245, 
118231, 250, 225, 229, 245, 250, 222, 221, 245, 
118333, 250, 225, 229, 245, 250, 222, 221, 245, 
118435, 253, 225, 229, 245, 250, 222, 221, 245, 
118536, 253, 225, 229, 245, 250, 220, 221, 245, 
118638, 253, 225, 228, 245, 250, 220, 219, 245, 
118740, 253, 225, 228, 247, 250, 220, 219, 243, 
118842, 252, 225, 228, 247, 250, 220, 219, 243, 
118944, 252, 225, 228, 247, 250, 221, 219, 243, 
119046, 252, 225, 228, 247, 250, 221, 221, 243, 
119147, 252, 225, 228, 251, 250, 221, 221, 246, 
119249, 250, 225, 228, 251, 249, 221, 221, 246, 
119351, 250, 225, 228, 251, 249, 218, 221, 246, 
119453, 250, 225, 228, 251, 249, 218, 219, 246, 
119555, 250, 225, 228, 245, 249, 218, 219, 245, 
119657, 249, 225, 228, 245, 250, 218, 219, 245, 
119758, 249, 223, 228, 245, 250, 219, 219, 245, 
119860, 249, 223, 225, 245, 250, 219, 219, 245, 
119962, 249, 223, 225, 243, 250, 219, 219, 245, 
120064, 248, 223, 225, 243, 247, 219, 219, 245, 
120166, 248, 219, 225, 243, 247, 213, 219, 245, 
120268, 248, 219, 223, 243, 247, 213, 219, 245, 
120369, 248, 219, 223, 243, 247, 213, 219, 233, 
120471, 237, 219, 223, 243, 241, 213, 219, 233, 
120573, 237, 211, 223, 243, 241, 215, 219, 233, 
120675, 237, 211, 221, 243, 241, 215, 210, 233, 
120777, 237, 211, 221, 243, 241, 215, 210, 388, 
120878, 233, 211, 221, 243, 235, 215, 210, 388, 
120980, 233, 209, 221, 243, 235, 214, 210, 388, 
121082, 233, 209, 223, 243, 235, 214, 213, 388, 
121184, 233, 209, 223, 244, 235, 214, 213, 601, 
121286, 231, 209, 223, 244, 236, 214, 213, 601, 
121388, 231, 211, 223, 244, 236, 210, 213, 601, 
121489, 231, 211, 220, 244, 236, 210, 216, 601, 
121591, 231, 211, 220, 241, 236, 210, 216, 481, 
