121693, 229, 211, 220, 241, 233, 210, 216, 481, 
121795, 229, 206, 220, 241, 233, 210, 216, 481, 
121897, 229, 206, 215, 241, 233, 210, 214, 481, 
121999, 229, 206, 215, 231, 233, 210, 214, 235, 
122100, 228, 206, 215, 231, 233, 210, 214, 235, 
122202, 228, 205, 215, 231, 233, 199, 214, 235, 
122304, 228, 205, 211, 231, 233, 199, 205, 235, 
122406, 228, 205, 211, 228, 233, 199, 205, 227, 
122508, 221, 205, 211, 228, 237, 199, 205, 227, 
122610, 221, 204, 211, 228, 237, 198, 205, 227, 
122711, 221, 204, 210, 228, 237, 198, 203, 227, 
122813, 221, 204, 210, 231, 237, 198, 203, 226, 
122915, 238, 204, 210, 231, 236, 198, 203, 226, 
123017, 238, 200, 210, 231, 236, 202, 203, 226, 
123119, 238, 200, 210, 231, 236, 202, 203, 226, 
123220, 238, 200, 210, 230, 236, 202, 203, 225, 
123322, 237, 200, 210, 230, 233, 202, 203, 225, 
123424, 237, 200, 210, 230, 233, 202, 203, 225, 
123526, 237, 200, 212, 230, 233, 202, 204, 225, 
123628, 237, 200, 212, 229, 233, 202, 204, 228, 
123730, 248, 200, 212, 229, 237, 202, 204, 228, 
123831, 248, 199, 212, 229, 237, 201, 204, 228, 
123933, 248, 199, 211, 229, 237, 201, 202, 228, 
124035, 248, 199, 211, 231, 237, 201, 202, 230, 
124137, 365, 199, 211, 231, 236, 201, 202, 230, 
124239, 365, 201, 211, 231, 236, 203, 202, 230, 
124341, 365, 201, 213, 231, 236, 203, 202, 230, 
124442, 365, 201, 213, 232, 236, 203, 202, 229, 
124544, 615, 201, 213, 232, 236, 203, 202, 229, 
124646, 615, 203, 213, 232, 236, 204, 202, 229, 
124748, 615, 203, 211, 232, 236, 204, 206, 229, 
124850, 615, 203, 211, 232, 236, 204, 206, 226, 
124952, 667, 203, 211, 232, 237, 204, 206, 226, 
125053, 667, 204, 211, 232, 237, 205, 206, 226, 
125155, 667, 204, 212, 232, 237, 205, 205, 226, 
125257, 667, 204, 212, 235, 237, 205, 205, 229, 
125359, 620, 204, 212, 235, 238, 205, 205, 229, 
125461, 620, 202, 212, 235, 238, 206, 205, 229, 
125563, 620, 202, 207, 235, 238, 206, 203, 229, 
125664, 620, 202, 207, 233, 238, 206, 203, 228, 
125766, 646, 202, 207, 233, 237, 206, 203, 228, 
125868, 646, 203, 207, 233, 237, 203, 203, 228, 
125970, 646, 203, 209, 233, 237, 203, 202, 228, 
126072, 646, 203, 209, 229, 237, 203, 202, 227, 
126173, 644, 203, 209, 229, 235, 203, 202, 227, 
126275, 644, 202, 209, 229, 235, 204, 202, 227, 
126377, 644, 202, 208, 229, 235, 204, 205, 227, 
126479, 644, 202, 208, 231, 235, 204, 205, 229, 
126581, 628, 202, 208, 231, 238, 204, 205, 229, 
126683, 628, 203, 208, 231, 238, 204, 205, 229, 
126784, 628, 203, 208, 231, 238, 204, 204, 229, 
126886, 628, 203, 208, 232, 238, 204, 204, 230, 
126988, 608, 203, 208, 232, 238, 204, 204, 230, 
